ID	Gene.expression.data.from.DMM.joints.4.weeks.after.surgeryvsGene.expression.data.from.sham.controls.4.weeks.after.surgery_logFC	Gene.expression.data.from.DMM.joints.4.weeks.after.surgeryvsGene.expression.data.from.sham.controls.4.weeks.after.surgery_padjFilter
0610005C13Rik	0.159768502410701	0.846302163946423
0610006L08Rik	-0.313237499987659	0.727307513347789
0610009B22Rik	-0.0266789936324798	0.966747662737657
0610009L18Rik	-0.231396079689982	0.656274265437897
0610010F05Rik	0.087376986909927	0.882764373716794
0610012G03Rik	-0.158291308526966	0.764020093321036
0610025J13Rik	-0.272144729185092	0.658307791840064
0610030E20Rik	-0.125636229843762	0.798051211159246
0610033M10Rik	0.147363644955442	0.8018872978589
0610038B21Rik	0.00435041550173754	0.996948216206596
0610039K10Rik	0.14048606006573	0.833654863015471
0610040A22Rik	0.329128551964046	0.594927520377132
0610040B10Rik	0.0588997803627276	0.942171493521913
0610040F04Rik	0.0435127052918975	0.954384864301657
0610040J01Rik	-0.103072008728218	0.902464582340358
0610042E11Rik	0.0110774849706328	0.98914620875736
0710001A04Rik	0.235228691858388	0.827011262474176
0710001D07Rik	0.180694545063172	0.779309681169649
1010001B22Rik	0.0491375727043035	0.933665432374482
1110002L01Rik	0.139731520292068	0.847818700252523
1110003F02Rik	-0.0233279428265627	0.985317152722416
1110004F10Rik	0.012906736347535	0.985317152722416
1110004M10Rik	-0.0425003871815886	0.939894727828505
1110006O24Rik	0.070852729823061	0.940775983308882
1110008E08Rik	0.110468013337182	0.900661743697214
1110008P14Rik	-0.00528951152298518	0.99629741837692
1110012L19Rik	-0.0231500311156037	0.963264864400972
1110014L15Rik	-0.0292596790855679	0.976624812633091
1110015O18Rik	0.177549780735929	0.747963144579829
1110017D15Rik	-0.186309481699388	0.852405108642174
1110018N20Rik	0.0864842025201114	0.926831535572509
1110019B22Rik	-0.0295615026902354	0.97292672372597
1110019D14Rik	-0.248127200909257	0.737809659280306
1110020A21Rik	0.226687728691314	0.570469049725937
1110020C17Rik	-0.130654416140898	0.858623973342769
1110028F11Rik	0.168367532288057	0.750978525870307
1110028F18Rik	-0.199083243112125	0.813161025469381
1110032A03Rik	-0.166974941597192	0.656274265437897
1110032F04Rik	-0.00331985090662457	0.99629741837692
1110035E04Rik	-0.0142401224148889	0.986659305143503
1110035H17Rik	-0.45134160605445	0.487288052128265
1110038B12Rik	-0.125202197452872	0.810364914978996
1110038F14Rik	-0.0556378708337313	0.922636979908717
1110046J04Rik	-0.411074301448467	0.634407638666806
1110050P16Rik	-0.0638274990137955	0.931248795907917
1110051M20Rik	0.00423667321368981	0.99629741837692
1110059E24Rik	-0.157351655327183	0.76862536181215
1110059G10Rik	0.0342338498037584	0.952262665640179
1110065P20Rik	-0.160649382211163	0.814059032902861
1190005I06Rik	0.154866878882475	0.818631416680021
1200003I10Rik	-0.0186298828598987	0.985317152722416
1200007C13Rik	-0.178123062860226	0.807530385805667
1300002E11Rik	0.43888525275875	0.596474526339088
1300014J16Rik	0.15519906580408	0.867114638981149
1300017J02Rik	0.163882824785606	0.795959691982219
1500002F19Rik	0.0555452896010804	0.944841808366297
1500002I01Rik	-0.158481633251986	0.801676559624616
1500002K03Rik	0.00494645910400227	0.995782004134173
1500004A13Rik	0.214006883527032	0.609601882834827
1500004F05Rik	-0.229966483219818	0.621559980484688
1500005C15Rik	-0.303030627864294	0.576565755869526
1500009C09Rik	0.114856857540736	0.906134172064928
1500009L16Rik	-0.327664957094046	0.496031395573033
1500011B03Rik	0.0765046231442899	0.881196496883018
1500015A07Rik	0.112764995088539	0.833654863015471
1500035N22Rik	-0.095371069000791	0.900023683648109
1520401O13Rik	-0.0657558033878418	0.885774141125314
1600002K03Rik	-0.229387050819325	0.62482154158626
1600010M07Rik	-0.385199438874828	0.593281947621701
1600012H06Rik	0.0306954147888288	0.954384864301657
1600012P17Rik	0.17215129267864	0.795959691982219
1600014C10Rik	0.0435477168263425	0.960095220365989
1600014C23Rik	0.0657909193974966	0.94216154455553
1600020E01Rik	0.0303625526818241	0.956471807820593
1600022D10Rik	0.310547540745606	0.65863426315401
1600023N17Rik	-0.216647369166476	0.794574569376818
1600025M17Rik	-0.400883971156101	0.547965461886746
1600029O15Rik	0.0333159136994245	0.975633593157459
1700001C02Rik	0.0639311742588822	0.927690376644606
1700001C19Rik	0.248763358607799	0.639530994584461
1700001D01Rik	0.384248553885574	0.727307513347789
1700001G11Rik	-0.333767429210678	0.672359609741764
1700001G17Rik	0.122868201173362	0.855467772264703
1700001K19Rik	0.258235082297317	0.683178045255255
1700001L05Rik	-0.495090193968904	0.455763989767208
1700001L19Rik	-0.255404924459381	0.621559980484688
1700001O22Rik	-0.0644057120410855	0.92340499574098
1700001P01Rik	-0.13390541536647	0.795959691982219
1700003D09Rik	0.233548461689106	0.799592571381449
1700003E16Rik	0.0478698076137531	0.944958558935206
1700003F12Rik	0.0887116452881811	0.862553635367613
1700003G18Rik	0.144463513323884	0.838435033716265
1700003H04Rik	0.0743500057403299	0.900384003756913
1700003I16Rik	0.048949737437491	0.952960742063176
1700003P14Rik	-0.0503304811901177	0.958095188597926
1700006A11Rik	-0.171714295139557	0.865667139611139
1700006F04Rik	0.0794347538748954	0.898631663139034
1700006J14Rik	-0.0297961670446814	0.976533227821464
1700007E05Rik	-0.089178933136048	0.941758838287879
1700007F19Rik	-0.0381683452574197	0.956381722128295
1700007J10Rik	-0.0712391667002743	0.943867734595896
1700007J24Rik	-0.13105699371651	0.807325404050709
1700007K13Rik	-0.255537900034774	0.627801234556265
1700007L15Rik	-0.373484672880767	0.683178045255255
1700008F19Rik	-0.227024388103217	0.816465934245617
1700008H02Rik	0.203672862206027	0.67259931871341
1700008J07Rik	-0.216144463045725	0.656274265437897
1700008K24Rik	-0.242110628791518	0.735477228639188
1700008N17Rik	-0.112589910935587	0.881225546860251
1700008O03Rik	-0.0362706057934306	0.964065522837912
1700008P02Rik	-0.0147987627328323	0.990896188609681
1700009J07Rik	0.390035880434569	0.621559980484688
1700009N14Rik	0.176121073815783	0.807530385805667
1700010B08Rik	0.36026072472648	0.599302447743214
1700010B09Rik	-0.233065013420835	0.658307791840064
1700010B13Rik	0.148379332569376	0.801676559624616
1700010H22Rik	-0.00268794292062058	0.997399406477247
1700010I14Rik	-0.234319483902946	0.81556850736705
1700010L04Rik	0.0154570453518437	0.986194947562566
1700011B04Rik	0.0289798029002575	0.973927878515245
1700011L22Rik	-0.0893618132379661	0.917894108938567
1700011M02Rik	0.128193859073586	0.887550784262573
1700012A03Rik	-0.0235959211822943	0.965306320007791
1700012B07Rik	-0.0926968018024104	0.930218354876425
1700012B09Rik	-0.161034926272431	0.858734922066639
1700012D14Rik	-0.0977108882276836	0.911283533917645
1700012E03Rik	0.0405018318071546	0.971439091596748
1700012I11Rik	-0.13574738844461	0.844037609343643
1700012O15Rik	0.321724093211787	0.738321888673352
1700012P22Rik	0.13923339979016	0.813071826168535
1700013D24Rik	0.289813515676407	0.774807527002861
1700013F07Rik	0.00125325086199446	0.997765930783227
1700013G24Rik	0.259434435329006	0.683178045255255
1700013H16Rik	-0.0815449500293739	0.923029596164548
1700014B07Rik	0.0662327050245741	0.956381722128295
1700015C15Rik	0.0320217680331334	0.971562478760729
1700015F17Rik	0.00913640751651412	0.990231703932371
1700015G11Rik	0.0736154775068942	0.924714434808638
1700016A09Rik	0.318098133893115	0.749452841477296
1700016C15Rik	0.0610346620693214	0.931248795907917
1700016D06Rik	0.0356451640266382	0.959727824356623
1700016D18Rik	-0.0226574963861985	0.974380531324086
1700016H13Rik	0.0380616229244355	0.965306320007791
1700016K19Rik	0.0304418883105098	0.966483981716941
1700016P04Rik	-0.138532104234671	0.84290143641564
1700017B05Rik	-0.254566665395831	0.705711848846975
1700017G19Rik	-0.0653024817041419	0.936527513540345
1700017H01Rik	0.0417069120133506	0.944230713052734
1700017L05Rik	-0.128807922043974	0.8018872978589
1700017N19Rik	-0.04504602225445	0.957983540988452
1700018A04Rik	0.132976776266514	0.857391177616707
1700018A14Rik	0.140256374368529	0.893167244711862
1700018B08Rik	-0.143584580204457	0.856566377778107
1700018B24Rik	-0.164218263884765	0.856566377778107
1700018F24Rik	-0.107358734974694	0.882764373716794
1700018G05Rik	0.0573544393007444	0.93794193152091
1700018L02Rik	-0.121792254536471	0.850178659472136
1700018M17Rik	0.0739678809818534	0.944023990039592
1700018P08Rik	0.210547605427377	0.687061140627161
1700019A02Rik	-0.105513386187204	0.880103165541127
1700019D03Rik	-0.563640799293819	0.483120804971443
1700019L13Rik	0.10337263890774	0.903403416449967
1700019M22Rik	0.0326763980949254	0.965306320007791
1700019N19Rik	0.0474244368251444	0.952960742063176
1700019P21Rik	-0.22729866353923	0.661138534384408
1700020A23Rik	0.0397452871488797	0.967025973833971
1700020D05Rik	0.1246593425012	0.852405108642174
1700020L24Rik	-0.261709845059628	0.656274265437897
1700020M10Rik	-0.0336219642153854	0.979539365077836
1700020N01Rik	0.262754247903602	0.623273429205959
1700021A07Rik	-0.137263068306921	0.782932903016948
1700021F05Rik	-0.0450518216528639	0.942245081877965
1700021F07Rik	-0.241307630121407	0.727379450055322
1700021N20Rik	-0.00429720829828417	0.99629741837692
1700021P04Rik	-0.434772832331255	0.455763989767208
1700022A21Rik	-0.365987077296182	0.576565755869526
1700022A22Rik	0.190669064040434	0.795959691982219
1700023A20Rik	0.00536824430047034	0.995101500013579
1700023B13Rik	0.0556453539595241	0.939512188731486
1700023F02Rik	0.35227929859056	0.57378963996693
1700023G09Rik	-0.252601960105847	0.693130344547946
1700023H06Rik	-0.0992827095028623	0.926743667088215
1700024P04Rik	-0.00542282606863953	0.995302327965915
1700024P12Rik	0.0878682989768453	0.917620005561496
1700025G04Rik	0.167928557140926	0.775968559445049
1700025H01Rik	0.031926957748623	0.970990529164676
1700025K04Rik	-0.0331517326225557	0.964325733826908
1700026H06Rik	-0.0332750615977249	0.968205655585587
1700026J12Rik	0.292932770142898	0.635415520770081
1700027F06Rik	-0.222626424282593	0.757700795360124
1700027J07Rik	0.0437469962048755	0.96628093730817
1700028E10Rik	0.386074865866235	0.524190959301702
1700028I16Rik	0.0818102113594668	0.915975869645044
1700028J19Rik	-0.109366735204901	0.87849375447476
1700028N14Rik	0.112731260989657	0.865744968398867
1700028P14Rik	-0.13168540078668	0.894483827467547
1700029F12Rik	0.0795068527070768	0.918011613968626
1700029H14Rik	-0.239883846531773	0.780141963943529
1700029I15Rik	-0.278570952137469	0.730362097259326
1700029J07Rik	-0.11292217584143	0.898281587425391
1700029M03Rik	-0.090680495446914	0.843714898311366
1700029M20Rik	0.0272020408989615	0.969931235776668
1700029P11Rik	-0.0654794938063086	0.932856356314109
1700030C10Rik	-0.275493169632852	0.527740653910144
1700030J22Rik	0.0548917772452784	0.94965926217505
1700030K09Rik	-0.167675557371814	0.780141963943529
1700031C06Rik	-0.0523016537127328	0.928658311905816
1700031F05Rik	-0.00521492147175806	0.996245384177464
1700031F10Rik	0.0299568258622234	0.979856837374096
1700031L13Rik	-0.0245251702199605	0.97209798406221
1700034E13Rik	0.116417297301855	0.85493135376149
1700034G24Rik	0.247519529620925	0.749269632689571
1700034H15Rik	0.0515152436763247	0.946992462531313
1700034I23Rik	-0.0283837561335609	0.976533227821464
1700034J04Rik	-0.0609600419692029	0.943175944530305
1700034J05Rik	0.231325566730095	0.648810036765162
1700034P13Rik	0.126571353903016	0.852405108642174
1700036A12Rik	0.0537292140876104	0.944023990039592
1700037C18Rik	0.0239992985081487	0.963988289228238
1700037H04Rik	0.0152882342446716	0.981474725831298
1700037N05Rik	-0.164824091221783	0.814923486088702
1700039M15Rik	0.0141671850946432	0.985317152722416
1700040D17Rik	0.151098340002195	0.782932903016948
1700040F17Rik	0.0687087257763768	0.942648990731221
1700040G22Rik	0.180387199236149	0.866978576840154
1700042D18Rik	-0.148192571060396	0.864400365272506
1700042G07Rik	-0.0441440898111338	0.958981041127167
1700042O10Rik	0.00129719079251522	0.999099429237884
1700045I11Rik	0.379951445386109	0.523595209071066
1700047M11Rik	-0.30807884546714	0.62769444296972
1700048F04Rik	0.16608561775389	0.844037609343643
1700048M11Rik	-0.154514620658951	0.829478540821278
1700048O20Rik	0.0606636620226917	0.944841808366297
1700049J03Rik	0.177697300258955	0.787392824865686
1700051A21Rik	0.264409886662719	0.687750036157473
1700052I22Rik	-0.0949064689088437	0.885774141125314
1700052K11Rik	0.0149832652322326	0.983081578186312
1700052M09Rik	-0.00382814053576297	0.99629741837692
1700052M18Rik	-0.0723398646108619	0.940910075383447
1700054K19Rik	-0.146806755575975	0.858304887715006
1700054O19Rik	0.0777824996427148	0.898349484350725
1700056E22Rik	-0.319521395533753	0.754298522840709
1700056N10Rik	0.0522620202393602	0.937623944795831
1700057D03Rik	-0.0231488645258255	0.979635558001032
1700057G04Rik	-0.186305868142358	0.809832486798384
1700057H21Rik	-0.195115141792948	0.799764192910869
1700058M13Rik	0.265319746188848	0.658307791840064
1700060J05Rik	-0.0978907141490777	0.929208226165398
1700061E18Rik	0.192408452667744	0.754907854194517
1700061F12Rik	0.0497855114932491	0.942171493521913
