ID	Gene.expression.data.from.DMM.joints.2.weeks.after.surgeryvsGene.expression.data.from.sham.controls.2.weeks.after.surgery_logFC	Gene.expression.data.from.DMM.joints.2.weeks.after.surgeryvsGene.expression.data.from.sham.controls.2.weeks.after.surgery_padjFilter
0610005C13Rik	0.110985254929432	NA
0610006L08Rik	-0.21970663764352	NA
0610009B22Rik	0.0284385482359699	0.897858209534663
0610009L18Rik	-0.172582882548008	0.344008538598005
0610010F05Rik	0.196965673937227	0.238166311587794
0610012G03Rik	-0.16232729880803	0.333709893999665
0610025J13Rik	-0.115339070804386	NA
0610030E20Rik	-0.247011304218447	0.0961636042141066
0610033M10Rik	0.0401380338345376	0.866899821441973
0610038B21Rik	-0.0418939250272325	0.920854655784044
0610039K10Rik	0.133121165538038	NA
0610040A22Rik	0.0465197523343885	NA
0610040B10Rik	-0.0246731830387112	NA
0610040F04Rik	-0.0192752171177535	0.94153203649636
0610040J01Rik	-0.316406314492814	0.150223863139672
0610042E11Rik	-0.0933421434399326	NA
0710001A04Rik	0.0145030774337727	NA
0710001D07Rik	-0.0284692011262626	NA
1010001B22Rik	0.0734624404314985	NA
1110002L01Rik	-0.0688341504527203	0.794410067402609
1110003F02Rik	0.0223323939033042	0.959791225855171
1110004F10Rik	0.0766382943852228	0.684271921692509
1110004M10Rik	0.0246117251566291	NA
1110006O24Rik	-0.122823199457354	NA
1110008E08Rik	0.140667783129129	0.592209198415379
1110008P14Rik	-0.165007627585734	0.46014369545858
1110012L19Rik	0.00998817567035104	0.954410389185511
1110014L15Rik	0.0982637367050136	NA
1110015O18Rik	0.0374045914272116	NA
1110017D15Rik	0.199917097148822	NA
1110018N20Rik	0.278521160204888	NA
1110019B22Rik	0.0883796112765909	NA
1110019D14Rik	-0.253459441188576	NA
1110020A21Rik	0.23373115938485	0.0773729771700534
1110020C17Rik	-0.246586196454688	0.245993934470738
1110028F11Rik	-0.055661686323214	NA
1110028F18Rik	-0.0177663905931178	NA
1110032A03Rik	0.0655638362017843	0.651954691438799
1110032F04Rik	0.104747051946856	NA
1110035E04Rik	-0.102236697794948	NA
1110035H17Rik	-0.372917771568555	0.0840724437935541
1110038B12Rik	0.0263858311338954	0.905053786383123
1110038F14Rik	-0.0770766260924383	0.641015685426716
1110046J04Rik	0.28429978848579	NA
1110050P16Rik	0.0254589970828576	NA
1110051M20Rik	0.141981326080078	0.514055248851195
1110059E24Rik	-0.0862236780589818	0.64518543677144
1110059G10Rik	0.0715746987987256	0.651633997862242
1110065P20Rik	0.16743258930893	0.443716647749586
1190005I06Rik	-0.111104405654444	NA
1200003I10Rik	-0.0900668547927683	NA
1200007C13Rik	-0.0291868403194684	NA
1300002E11Rik	-0.178773248122588	0.563270223081521
1300014J16Rik	-0.0188350369877464	NA
1300017J02Rik	-0.0554295581258284	0.822998399354054
1500002F19Rik	0.111924108895408	NA
1500002I01Rik	-0.219576451777603	NA
1500002K03Rik	-0.103923471419471	NA
1500004A13Rik	-0.0373574460678014	NA
1500004F05Rik	-0.0543833255627497	0.777882421933819
1500005C15Rik	0.15871529514382	NA
1500009C09Rik	-0.0146814968994411	NA
1500009L16Rik	-0.392055266896452	NA
1500011B03Rik	0.135117593306195	0.36263961445435
1500015A07Rik	0.0599501717637825	0.754382186817085
1500035N22Rik	0.0144308192106299	NA
1520401O13Rik	-0.0893458784307093	NA
1600002K03Rik	-0.1678185730249	0.298302069968124
1600010M07Rik	-0.349807010981641	0.137481635496901
1600012H06Rik	0.18596802461512	0.147865881428908
1600012P17Rik	0.0452383130889364	0.867860008339042
1600014C10Rik	-0.115882091206428	0.62425821107762
1600014C23Rik	-0.11088962713191	0.660628956311691
1600020E01Rik	-0.113000261956396	0.433477014056495
1600022D10Rik	0.0232147150659445	NA
1600023N17Rik	-0.0640529634284714	NA
1600025M17Rik	0.190473141212175	NA
1600029O15Rik	0.072344561972157	NA
1700001C02Rik	0.0916567077962069	NA
1700001C19Rik	0.175677880286168	NA
1700001D01Rik	0.27413491760929	NA
1700001G11Rik	-0.0759384135411221	0.82533729192693
1700001G17Rik	0.0192078531876199	NA
1700001K19Rik	0.00318692408831467	NA
1700001L05Rik	0.00905035228090334	0.973680909740149
1700001L19Rik	-0.0183435638695384	NA
1700001O22Rik	0.0299699113173704	NA
1700001P01Rik	-0.0361180291973593	NA
1700003D09Rik	0.00671991426598062	NA
1700003E16Rik	0.0548149120378252	0.80192757150261
1700003F12Rik	0.0807171977020582	NA
1700003G18Rik	-0.0767726976101297	NA
1700003H04Rik	0.0868648799722322	NA
1700003I16Rik	0.106030942889647	NA
1700003P14Rik	-0.0944886044158615	NA
1700006A11Rik	0.206295677910564	NA
1700006F04Rik	0.0372457847050587	NA
1700006J14Rik	-0.106629935405767	0.686392430285326
1700007E05Rik	0.0944369845584681	NA
1700007F19Rik	-0.159096319377803	NA
1700007J10Rik	0.102831895951531	NA
1700007J24Rik	-0.106105715745326	NA
1700007K13Rik	-0.203683363383599	NA
1700007L15Rik	-0.273341279060986	0.390046311651163
1700008F19Rik	-0.000158845609231406	NA
1700008H02Rik	0.138118092570864	NA
1700008J07Rik	-0.0844822172734974	NA
1700008K24Rik	-0.322916697742042	NA
1700008N17Rik	0.0446724712057858	NA
1700008O03Rik	0.038422110625012	NA
1700008P02Rik	-0.094435535381785	NA
1700009J07Rik	0.148102537766093	NA
1700009N14Rik	0.103995948124807	NA
1700010B08Rik	0.153668062705473	NA
1700010B09Rik	-0.127263046805417	NA
1700010B13Rik	0.198306934124155	NA
1700010H22Rik	-0.0612462004976511	NA
1700010I14Rik	-0.0921054366469622	NA
1700010L04Rik	-0.00393340867651482	NA
1700011B04Rik	0.0350015712519092	NA
1700011L22Rik	0.265703049962465	NA
1700011M02Rik	-0.0383167588419537	NA
1700012A03Rik	0.1751358769914	NA
1700012B07Rik	-0.110791118029619	NA
1700012B09Rik	-0.00534871579856144	NA
1700012D14Rik	-0.134299595625475	0.594377206043773
1700012E03Rik	0.0421845249385706	NA
1700012I11Rik	0.0691544720603874	NA
1700012O15Rik	0.0592401504161835	NA
1700012P22Rik	0.0507311391881107	NA
1700013D24Rik	0.170650595016618	NA
1700013F07Rik	0.205684163425326	NA
1700013G24Rik	0.08168995178562	NA
1700013H16Rik	-0.128977411561856	NA
1700014B07Rik	-0.0376325670748594	NA
1700015C15Rik	0.150713280742367	NA
1700015F17Rik	0.0834511885687781	NA
1700015G11Rik	0.00120064928268571	NA
1700016A09Rik	0.420211636243058	0.174924410909978
1700016C15Rik	0.0545151134076702	NA
1700016D06Rik	0.147201282262717	NA
1700016D18Rik	0.0318129823128315	0.889055221299878
1700016H13Rik	-0.000480428961824764	NA
1700016K19Rik	0.117475903501306	NA
1700016P04Rik	-0.0555642107711831	NA
1700017B05Rik	0.0787870103967547	0.771730333818392
1700017G19Rik	0.0240711583185989	NA
1700017H01Rik	0.122707126882189	0.433285196510814
1700017L05Rik	-0.153665063204249	NA
1700017N19Rik	-0.145530705204893	NA
1700018A04Rik	0.0476678025638764	0.866899821441973
1700018A14Rik	0.0562775637517214	0.883900494064226
1700018B08Rik	0.22034563292636	0.343110712546799
1700018B24Rik	0.0460392953354081	NA
1700018F24Rik	-0.0575506823714571	NA
1700018G05Rik	0.0742943226399255	NA
1700018L02Rik	-0.105198166423702	NA
1700018M17Rik	0.0363002643100288	0.920854655784044
1700018P08Rik	0.0986170246093643	NA
1700019A02Rik	-0.178162181427885	NA
1700019D03Rik	-0.195965940901851	0.48019169708868
1700019L13Rik	0.104633542835781	NA
1700019M22Rik	0.232208815940214	NA
1700019N19Rik	0.0357740205417461	NA
1700019P21Rik	-0.118582282021266	NA
1700020A23Rik	0.21599811829705	NA
1700020D05Rik	0.00921458380991247	NA
1700020L24Rik	-0.148006988953165	0.487912640235093
1700020M10Rik	-0.259114248624456	NA
1700020N01Rik	-0.0232759025495044	NA
1700021A07Rik	0.100079116722226	0.547966284219998
1700021F05Rik	-0.0540557672007633	0.775969974127363
1700021F07Rik	-0.168756316858925	NA
1700021N20Rik	-0.0111720693569501	NA
1700021P04Rik	0.125750181397201	NA
1700022A21Rik	0.0742760077410365	NA
1700022A22Rik	-0.198742335342228	NA
1700023A20Rik	0.0712124965878331	0.724677160259311
1700023B13Rik	-0.0369409271425445	0.87856404363936
1700023F02Rik	-0.0628814676340967	NA
1700023G09Rik	-0.34448076077727	NA
1700023H06Rik	0.240472444066648	NA
1700024P04Rik	-0.204584830971043	NA
1700024P12Rik	0.144486962954916	0.548037089522023
1700025G04Rik	0.0905787137294887	0.655612630601545
1700025H01Rik	-0.0714635425987868	NA
1700025K04Rik	0.0733200809710386	NA
1700026H06Rik	-0.0197447520617304	NA
1700026J12Rik	0.0615179470581699	NA
1700027F06Rik	-0.252836348657929	NA
1700027J07Rik	-0.0820345608067488	0.800298889081102
1700028E10Rik	0.0653684306029341	0.7993777262814
1700028I16Rik	-0.1299481236665	NA
1700028J19Rik	-0.240602771207406	NA
1700028N14Rik	0.0661582625687771	0.777411964035484
1700028P14Rik	0.0305544109960536	NA
1700029F12Rik	0.108147718259066	NA
1700029H14Rik	0.105163186046228	NA
1700029I15Rik	-0.173331760433673	NA
1700029J07Rik	0.0809898982754822	NA
1700029M03Rik	-0.140792537387097	NA
1700029M20Rik	-0.0259506210992306	NA
1700029P11Rik	0.130413013693285	NA
1700030C10Rik	-0.167385883833945	NA
1700030J22Rik	-0.149558370491497	NA
1700030K09Rik	0.0938783941514805	0.653467856270683
1700031C06Rik	0.0914123607190689	NA
1700031F05Rik	0.0536530708267682	NA
1700031F10Rik	0.0790539392415344	NA
1700031L13Rik	-0.077320937399473	NA
1700034E13Rik	0.0786538064405704	NA
1700034G24Rik	0.0614228217108765	NA
1700034H15Rik	0.0163667872079261	NA
1700034I23Rik	-0.0293093134361815	NA
1700034J04Rik	0.0332807583529826	NA
1700034J05Rik	0.064742497601102	NA
1700034P13Rik	0.0349382232446711	NA
1700036A12Rik	-0.0069718847882605	0.979902721156562
1700037C18Rik	-0.215029306820076	0.0917374080287146
1700037H04Rik	0.0370288683473037	0.863548257046309
1700037N05Rik	0.0505726067938763	NA
1700039M15Rik	0.0337151481848785	NA
1700040D17Rik	0.264000265451754	NA
1700040F17Rik	-0.0880606143410669	NA
1700040G22Rik	-0.174791703620312	0.611353413100838
1700042D18Rik	-0.103515860512684	NA
1700042G07Rik	0.135133223066051	NA
