gene_name	Injured_C57BL_6_2_weeks_post_injuryvsUninjured_C57BL_6_2_weeks_post_injury_log2FoldChange	Injured_C57BL_6_2_weeks_post_injuryvsUninjured_C57BL_6_2_weeks_post_injury_padj
Ercc1	-0.0356670193489291	0.979691041398452
Cyp17a1	-0.00367517833483905	NA
As3mt	-0.00475901625991582	0.966804961050846
Homer3	0.145772040029535	0.723477201972612
Crtc1	-0.439581721919126	0.235028814429871
Rnf215	0.0804950318038077	0.81988915541072
Sec14l2	-0.251746671777766	0.345057799591333
Aven	0.0493463247695379	0.914335841373006
Cp	-0.0105008933813294	0.960286638235956
Crot	0.0520173471532452	0.875281218765889
Rps6ka1	-0.506254913434042	0.0120423568873157
Calb2	-0.0369746428265251	NA
Snrnp200	-0.0998504654826156	0.514066962813086
Ciao1	-0.105185041304883	0.72019660218497
Has1	1.5235619579496	0.00632878848192854
