gene_name	Injured_STR_ort_1_week_post_injuryvsUninjured_STR_ort_1_week_post_injury_log2FoldChange	Injured_STR_ort_1_week_post_injuryvsUninjured_STR_ort_1_week_post_injury_padj
Ddx18	0.226160294196368	0.252112044649282
Ubl3	-0.0621069608962343	0.749075124840621
Gramd3	0.619769147420062	8.9625931935053e-07
Eef1e1	0.0758263163492042	0.792247300725914
Akt1	0.261289009416153	0.0260155739704522
Cldn15	-0.693261448425961	0.00157606606931172
Il16	-0.432776166000202	9.66204409530727e-05
Tcirg1	0.0200028973802488	0.963204119445693
Naglu	-0.0469968994932234	0.882703341664551
Coasy	-0.206719919515614	0.247541508219339
Smo	0.256126834900188	0.126962978481484
Tspan33	-0.45238560943382	0.0692943338609641
Crnkl1	0.207517221962174	0.360038503372721
Rin2	0.59333131750729	0.0104868228498053
Folh1	-0.15896345100189	0.880739838774646
Chordc1	-0.214310758785606	0.2899642594883
Rtcb	0.160314454334689	0.0117593474881394
Pwp1	0.0703056275659634	0.679687414671502
Fbxo7	-0.13713161039456	0.65140637706063
Capns1	0.161256326156794	0.036448938195397
Lrp3	0.125916335276248	0.795057684808183
Dsg4	0.00742940390192508	NA
Evx2	-0.929523559365357	NA
Hoxd13	0.379875683846801	NA
Hoxd12	NA	NA
Folr1	-0.0242890535522536	0.977973287183385
Clpb	-0.144153188060768	0.615077698169296
Sept7	0.217002546490542	4.43405100564833e-06
Zdhhc4	0.0736941927894253	0.740785360336321
Rac1	0.00716443354300888	0.958841448203016
Nup214	-0.0838866305299273	0.915595146481876
Aif1l	1.61965636091826	0.00242909914459191
Cpa3	-0.060412908846572	0.912359922492976
Ltbp1	0.805053950234184	1.03255161657507e-05
Ugp2	-0.232499626814151	0.484539223069296
Kcnh6	0	NA
Trmt1	-0.0620983478228399	0.870276448223307
Nacc1	-0.104255857985739	0.314773572457576
Nfix	0.388228326222233	0.0121567858645714
Slc1a5	-0.177651372601326	0.4065858019034
Uba1	0.0553220356322767	0.59972875890015
Vwf	-0.401510773864219	0.00755880243459377
Siae	-0.271441760766159	0.0785155489225508
Vsig2	0.34482452554876	0.328291963194685
Esam	0.0739624582792029	0.853381954288005
Spa17	0.218925253661274	0.531899164779609
Fam50a	0.0330729614894178	0.826354138734313
Emd	-0.121439585098433	0.469364654557576
Taco1	-0.347419521272431	0.173555058001786
Grik3	0.242775734805942	0.667567673049116
Gria3	0.382595140096922	0.00926058789240238
Npas1	-0.305270470780649	0.78740619499581
Sipa1l2	-5.22080066067265e-05	1
Ap4e1	0.106047577982444	0.663182009263134
Blvra	0.0433712592436865	0.853689078208954
Pdzd4	0.543951241037058	0.00380435506158753
Srpk3	-0.159311515329057	0.713725933285571
Idh3g	-0.300141405854756	0.0705834951757521
Pnck	0.0223476063315105	0.985752061212947
Ssr4	0.372777179779786	0.000527619833825898
Bcap31	0.112504124122184	0.184427285354037
Fam98a	0.494452702190808	8.96194373693496e-07
Ltbp2	0.747631604678704	0.0664968617149388
Kmt2a	-0.0864966860876016	0.615265599344416
Ift46	0.49230361947086	0.000285930964067293
Tmem25	-0.336324650332501	0.68274875904052
Cd3g	0.0131043127549588	0.953757253105409
Trappc6a	0.0619276073558249	0.930868590656673
Supt6	0.127424606930057	0.0464827880152012
Spag5	-0.326792980081011	0.161694671797133
Foxn1	1.12796845966704	NA
Unc119	-0.512144788683921	0.000758316870601912
Rab34	0.414977524382378	0.16813599781577
Sdf2	0.212164147622317	0.077177181686328
Ccne1	-0.329171849419716	0.249015496981483
Hsf2bp	0.129486574306471	0.963079285678507
Bbc3	-0.315902631109756	0.420858746698623
Mybpc3	-0.666495193609349	0.341979116162814
Psmc3	0.185063605521298	0.160712516851318
Acp2	-0.0835122417897899	0.921621894123748
Rapsn	-0.471036323814881	0.284083534132237
Slc39a13	0.830758570520092	6.36557695194777e-06
Celf2	-0.136471815013002	0.146822128107273
Nr1h3	-0.508544085486807	0.0270875054323753
Ddb2	-0.045351001238602	0.915777624940803
Spi1	-0.262746524687617	0.129700230651361
Sf3a1	0.0738076590213993	0.631421045324633
Stat6	-0.0865442948886681	0.482780866645188
Clgn	-0.385585261740757	0.600786932124847
Napsa	-0.876767688708624	1.96869016601771e-09
Vrk3	-0.275347110822766	0.051578412118821
Smg9	-0.173094820559628	0.41427598872089
Paxip1	-0.135928896269916	0.635306572535206
Rmnd5a	-0.169352018253175	0.308697749176014
Mov10	-0.194048943484826	0.555079107904208
Ppm1j	-0.165078582684916	0.820151428416347
Rhoc	0.754206862033377	0.000104467873633436
Prr27	NA	NA
Tead3	0.436113824299715	0.294066286752533
Ppard	0.221414487188283	0.248194295075052
Def6	-0.359450098460604	0.0544586612388356
Peg3	1.17342779790572	1.35652196619802e-08
Zim1	1.72437958849149	9.93331286440177e-07
Metrn	-0.642281541916628	0.017215554095484
Lmf1	0.222682355871262	0.558484775766448
Narfl	-0.34248623093504	0.455441132849451
Angptl4	1.13436353214821	0.00101900867749686
Dbf4	-0.134413914712911	0.556339514958329
Daxx	-0.142402949273067	0.674878499025477
Cd320	0.421493836142471	0.234790151300805
Ipo4	0.135592666831516	0.764575985821663
Tm9sf1	0.218186657100954	0.214603035530259
Rec8	-0.64182326220009	0.297160699639751
Irf9	-0.123263624505457	0.805827853753555
Gmpr2	0.238926681388035	0.453072906174161
Mdp1	0.167063201837967	0.305246068291748
Dhrs1	0.0958847200909621	0.674851299884124
Ncan	-0.316355690198299	0.747234607266075
Tmem161a	-0.0666325883229915	0.812717821222366
Armc6	-0.0234512427823851	0.959123593305176
Borcs8	-0.209436765526269	0.142831138878474
Slc25a42	-0.319358706954925	0.0778938316682518
Snx9	0.469813731435161	1.35949260936753e-05
Ranbp3	0.0571131968450881	0.777612036524563
Ndufa11	-0.400584293378265	0.0705126632440005
Bmp8b	0.344035565195324	0.732648427885522
Nr2f6	0.20841485056528	0.748644148012102
Use1	0.0121154947884756	0.967461266721324
Ocel1	-0.214629692641141	0.481642032531011
Dyrk1b	-0.123760703188536	0.740285308633558
Braf	-0.0208913865544368	0.937697962473194
Ndufb2	-0.54179352516637	0.0127346410196647
Hltf	0.0696452753234704	0.772890181259059
Prpf6	0.06436444039466	0.605990863483138
Rgs19	-0.268352508939836	0.120972247867259
Rgs20	0.32144376407778	0.687749787143955
Abhd3	0.502504231219256	0.34195373904605
Snrpd1	-0.0948744512222769	0.607144508443104
Tchp	-0.0555824219587824	0.90694507956021
Tiam1	-0.322166770653745	0.0812127523645087
Tsc2	0.00511301418474305	0.986978025429588
Rpl3l	-0.65417215094403	0.0220299408988232
Slc9a3r2	-0.062663044149568	0.805836504883358
Puf60	-0.0149713040362744	0.963204119445693
Golga2	-0.156561055841712	0.424449713863339
Uck1	0.263441769045799	0.33535945261969
Scin	-0.308280017874163	0.225641760615539
Ikzf4	1.09584996039286	0.0157168687421052
Mien1	-0.123441281884792	0.618019768992871
Pon1	-0.816879453838046	0.081727261404005
Axl	-0.0102406516268603	1
Tgfb1	-0.0804009829903713	0.781815370896327
Ccdc97	-0.166231261628306	0.311455795994214
Zfp40	0.364107935920586	0.362002306034638
Akap8l	-0.11791727999964	0.226307021427511
Shh	0	NA
Pdcd2l	-0.159876129037411	0.635583685528574
Gtf2f1	-0.00751392805054077	0.97827417691955
Clpp	-0.0545665412221269	0.837391482865511
Alkbh7	-0.15228794733742	0.673654356649618
Pspn	0.622243729562031	NA
Dennd1c	-0.523459959438357	0.00448619049221333
Med6	0.0398350584936222	0.880255561064478
Prkd1	0.611317987807478	0.0188079388415357
Lcp2	-0.330515976130867	0.0118892392065102
Cse1l	0.0277948873341319	0.923887579520479
Naa20	0.0565853751274575	0.756755259554534
Prkra	0.194156963131223	0.408767679762895
Fkbp7	0.816982823438475	0.000200686317674959
Plekha3	0.0354780662723816	0.934911511849631
Ykt6	0.335863820632251	4.34575999423137e-05
Baz1b	-0.158099996004052	0.0485429464534356
Pex6	-0.189941264916951	0.304552756598886
Mrpl2	-0.0828100578568478	0.754208521673846
Mea1	0.126844336878155	0.238871646806103
Gnmt	0.322097820052677	0.785886698101426
Grin2d	0.541162821763086	0.0644733808753252
Kdelr1	0.434666684354238	0.00292075057366267
Tmem143	-0.476195892776519	0.1171453714654
Pdxk-ps	-0.124958700657323	NA
Ggct	-0.297441266823139	0.412241428681155
Jag2	0.335691688513606	0.349594780555889
Btbd6	-0.121227075766509	0.78296568451239
Nudt14	-0.133436792475641	0.729058041294469
Epdr1	-0.125405221908066	0.571914884112525
Flii	-0.0896690273609493	0.518024948058789
Top3a	0.24551885419939	0.330592067013693
Atg4d	-0.539280047216279	0.000128731269994787
Qtrt1	0.364927274239196	0.36288760064935
Plin4	-0.682438324031587	0.00406043648443486
Hdgfl2	-0.194445423780064	0.0744688355683999
Chaf1a	-0.189263094096036	0.346184935387367
Adprh	-0.0766103566685232	0.659712045683427
Tmem39a	0.548120465728992	0.000479785720813422
Timmdc1	-0.0620147233931567	0.800393499538484
Pla1a	-1.59183289535175	1.13737334843276e-06
Mcm2	-0.435212122473271	0.0486184827442493
Tpra1	-0.334253252102042	0.230866772017609
Nab1	0.229111393694522	0.153302992379824
Adgre5	-0.218194656280007	0.169493658966628
Il17ra	-0.334663388282177	0.00379609451803146
Lamb1	1.5174932113155	7.33808416242881e-07
Kcnn1	0.521210246008798	0.306035980466902
Arrdc2	-0.0450463319568755	0.933661584173186
Ppp1r17	0	NA
Cd36	0.0537274581124282	0.829222492620121
Map2k7	0.0381403334751973	0.889997444682208
Timm44	-0.108872113781679	0.591049358520161
Ap2a2	0.0234437081507578	0.880363083963738
Pnkp	-0.402710303316198	0.00446607280627732
Med25	0.111438633302197	0.73727234967172
Bcam	-0.240897224976296	0.396761098686975
Clptm1	-0.132220591245787	0.635583685528574
Relb	0.5100308528348	0.00126493533782316
Tomm40	0.336620383293526	0.155050142845688
Apoe	0.437766328078692	0.0165053692246893
Apoc2	-0.126484243864157	0.913136022159988
Hbp1	0.160427752252142	0.134310066303361
Prkar2b	-0.387675657699596	0.0196285687028726
Cdkn1b	-0.208714795140063	0.0803295036067302
Klf4	-0.149029804561601	0.534807290729225
Ap1m1	0.0412789900473282	0.832663640461148
Rab8a	-0.0741942509244142	0.748761672988735
Hmgn2	-0.174881471143396	0.318435695888119
Fam32a	-0.0639546568466838	0.639979178143526
Elf3	0.0260833502818068	0.996178024686629
Cyp2c29	0	NA
Stard3nl	0.497296421077682	0.000981349482783755
Stk11	-0.253630074912908	0.0329383885034759
Efna2	0.493988291226445	0.235060132579299
Atp5d	-0.422844213580044	0.0278219711656712
Ppp5c	-0.102841805479656	0.60911726863338
Cdk12	-0.0714489150861038	0.740728295012681
Lipe	-0.379190435541012	0.109378221964707
Pafah1b2	0.307292728273843	0.0606678757175577
Tbc1d8	-0.438087083861863	0.045620633150795
Cnot11	-0.0727624402060819	0.794600758526364
Slc2a3	-0.506572432812844	0.00141744183845663
Foxj2	-0.0961205715442338	0.457042575044488
Sri	-0.0548038704528771	0.812563615996954
Dgcr2	0.254005812226437	0.103571369834538
Irf3	0.0633259472020955	0.822058321628219
Bcl2l12	0.0274059391271331	0.966216615851389
Zfp959	0.0610795420932064	0.878502680534347
Mpnd	0.107605153393063	0.731175722130362
Sh3gl1	0.346657209569371	0.0558044120154092
Ebi3	-0.548599320997462	0.00332850003580112
Yju2	0.114228984419636	0.553631819127324
Ranbp2	-0.0169114207001664	0.921621894123748
Edar	0.38597592269768	0.55290710006389
Grk5	0.103170224515216	0.516361776345742
Dvl3	0.0348195119649407	0.858542473850876
Abcf3	0.0760192129711087	0.816145225426848
Eif2b5	0.15711530158788	0.16432753932141
Cyth2	0.179561861003411	0.380290185331116
Sult2b1	-0.103573522216309	0.989667371770615
Car11	-0.426602574598641	0.31856831251428
Dlgap1	-0.295623368315792	0.744545862584784
Plag1	0.374222453217144	0.554178087309187
Hck	-0.500768410109672	0.000809526814955979
Mrpl4	0.0554875542381364	0.835606657970834
Keap1	-0.013140022257072	0.957683401979045
Ap1m2	0.689432629039425	0.389719662179996
Glg1	0.19228697939946	0.149941664318631
Atp8b3	-0.476361777020333	0.626897513479911
Btbd2	-0.255202119978255	0.195920242671181
Csnk1g2	0.0820485154943498	0.635583685528574
Abhd17a	-0.376687411804922	0.248156296115683
Mob3a	-0.155573625765163	0.387484796033112
Cacnb3	0.789968961075752	0.000243035798837576
Ccdc65	1.33273625843855	0.193925178720775
Fkbp11	1.21018927640772	4.67891646422513e-06
Ddx23	-0.0271881184530544	0.934816750930837
Pld3	0.0933040061935004	0.733676601597568
Grik5	-0.0167943469194523	0.994062894139012
Cd79a	-0.443035984959566	0.167475242649838
Rabac1	-0.0876286458335389	0.726180687419344
Etv3	0.103908532939505	0.45067076786856
Prkcsh	0.233926639082003	0.0355611064765484
Elavl3	-0.0173135481801764	0.9954457246785
Rab3b	-0.109433605394684	0.903149675587673
St8sia6	-0.108989686758188	0.763361802074691
Fcgrt	-0.0333185484367843	0.860958459804883
Nosip	-0.192051375623696	0.315964716618758
Pih1d1	0.0867998209602793	0.782291834647304
Rps11	0.0688982555394877	0.4114994782706
Supt5	-0.0217617846223442	0.916919222793911
Dll3	-0.767312769392157	0.404867457806478
Paf1	0.0192172711974138	0.941471143531259
Timm50	-0.31770302819589	0.379722698006121
Med29	-0.0800432118312049	0.795669669025697
Bicd1	-0.810264805933839	0.00101364139125939
Ncstn	-0.0573946750198815	0.753069833302469
Pex19	-0.195703295180496	0.484219926716761
Phyhip	-0.295602766959969	0.461510499951685
Crhr2	-0.406504269999302	0.528364896045784
Inmt	-0.905850624434633	0.153999318317302
Cyp4f18	-0.57921120737805	0.0155480147165024
Impdh1	0.290383558075414	0.0641853813283455
Psg18	NA	NA
Dusp3	0.0774086763323863	0.798142341346902
Prodh	-0.280340984231695	0.367514012650758
Ess2	-0.151065438352152	0.36819417902103
Slc25a1	0.368979424879869	0.0644805479592567
Dgcr6	0.13283145040615	0.611137028954607
Ddr1	0.0463156791588051	0.952778001822241
Ier3	0.95864183567683	0.000702070378530466
Fosb	0.0539030713945118	0.996178024686629
Klc4	-0.09330311975189	0.657741733095281
Ercc1	0.17121473618833	0.721821125725772
Cyp17a1	0	NA
As3mt	0.132889914273076	0.503747379031346
Homer3	0.094153528280314	0.813653647805434
