ID	monosodium.iodoacetate..MIA..2vsnaive.0_logFC	monosodium.iodoacetate..MIA..2vsnaive.0_padjFilter
A1bg	-0.152233620730022	0.617990079584251
A1cf	0.221766782320543	0.307861922744417
A2ml1	-0.0984499739574547	0.589910814185156
A3galt2	0.5777238866129	0.00084443628780752
A4galt	-0.1633603283986	0.444555716810145
A4gnt	-0.190033978498	0.381297373036136
AA926063	0.282935704100824	0.268346323117142
Aaas	0.513055203532716	0.00877498302837323
Aacs	0.0590365309024632	0.670114217452156
Aadac	0.232044206608718	NA
Aadacl3	0.437993232562915	NA
Aadacl4	0.300212179490935	0.23860444691416
Aadat	0.552781951942492	NA
Aagab	0.141665041895179	0.365924817037092
Aak1	0.0355556558421046	0.775686010967712
Aamdc	-0.105227613917497	0.599994234124834
Aamp	0.24509090757255	0.228447574316135
Aanat	-0.0934019676264279	0.534662240796288
Aar2	0.0500861670439816	0.706225801169751
Aard	-0.805516625014734	0.00718379840516952
Aars	0.461871241013149	0.015221573156237
Aars2	-0.0972103849193902	0.507479959321956
Aasdh	-0.122414617939653	0.547181102481341
Aasdhppt	0.168552866505582	0.461670826852695
Aass	0.0165975625525396	0.956694192931923
Aatf	0.451408633780477	0.00650927007692456
Aatk	-0.120886984922512	0.51175694541547
Abat	-0.0402740818606393	0.842263492415689
Abca1	0.656124488310031	0.000891766480175694
Abca12	0.129508996536336	0.455356290789299
Abca13	0.065979091674647	0.818934109289067
Abca14	-0.174552775020945	NA
Abca15	-0.159402272003451	NA
Abca16	-0.021411111026528	0.957037430486812
Abca17	0.385417705560228	0.0371872090069154
Abca2	0.314825607531137	0.0523201023572502
Abca3	0.359229485466972	0.0882695058237831
Abca4	-0.15801932759274	0.252520854637888
Abca5	-0.518913368258228	0.0300935035746173
Abca6	-0.0537714074063773	0.860586811254946
Abca7	0.0739437923957871	0.656074790490455
Abca8	-0.478860614509562	0.0366664809015707
Abca8a	-0.494088034142732	0.0306604808513283
Abcb10	-0.0761518173329243	0.800558082024229
Abcb11	-0.139451982193036	0.451488796530748
Abcb1a	-0.0929712960697522	0.679056295551514
Abcb1b	0.690826956714415	0.00539789888170446
Abcb4	0.434909430090556	0.0584466887245771
Abcb5	-0.24100754892901	0.279833341317901
Abcb6	0.189032348527759	0.210951154245372
Abcb7	0.0827490785400293	0.548795126497855
Abcb8	0.268819978385692	0.0488380704840938
Abcb9	-0.19853671716728	0.301509618781563
Abcc1	0.0958928778515808	0.477012405462482
Abcc10	-0.148667663410128	0.247535016554488
Abcc12	0.317922099547886	0.130105089335239
Abcc2	0.257754949144641	0.184969862822554
Abcc3	0.181162227101558	0.474753509555943
Abcc4	0.245717637615774	0.124197664041392
Abcc5	0.407875657382597	0.00625870712795851
Abcc6	-0.0880821440698956	0.665791093962567
Abcc8	-0.00033366254196121	0.999011723500624
Abcc9	-0.167229132769034	0.44036794394171
Abcd1	-0.166658039585569	0.526124501200017
Abcd2	-0.974525539362331	0.0128138328109013
Abcd3	-0.158098645162788	0.396581585258827
Abcd4	0.478965924128131	0.0105558651097669
Abce1	0.364069319593403	0.0259999084595687
Abcf1	0.217143505901742	0.113202738303115
Abcf2	0.308122983021057	0.0493654563703003
Abcf3	0.0970988043558592	0.557094568265393
Abcg1	0.49467861325196	0.00767429848794826
Abcg2	0.240557163639618	0.435065472096268
Abcg3	0.0824461523397133	NA
Abcg3l1	-0.195634194708139	0.35962260474551
Abcg3l3	-0.159767903945443	0.577618658303273
Abcg4	-0.782185722180184	0.00923338399722607
Abcg5	-0.0276985125560092	0.933581624143465
Abcg8	-0.0993957862591257	0.591905658804708
Abhd1	-0.401140164047929	0.0259534872776096
Abhd11	0.233704246528328	0.169253764819367
Abhd11-as1	-0.253943743471097	0.0328198239747409
Abhd12	1.24959477264444	1.5157825688214e-05
Abhd12b	-1.78975212795074	0.000178279071846076
Abhd13	-0.0160938756880356	0.927888209585736
Abhd14a	-0.223208823945932	0.247536321189977
Abhd14b	-0.57061232154323	0.019767842907248
Abhd15	0.194287092770207	0.564431852315897
Abhd16a	0.271256454668832	0.0801392407502442
Abhd16b	0.19227664724439	0.342574089862332
Abhd17a	0.133552685581941	0.520553776749899
Abhd17b	0.151116800883843	0.336571840517087
Abhd17c	0.334575488962865	0.084762179214068
Abhd18	-0.237263549904314	0.253633555329242
Abhd2	0.145876549072064	0.351478265389315
Abhd3	-0.130827736223245	0.44229255415494
Abhd4	-0.0504419446864386	0.810621446207791
Abhd5	-0.0311677973780728	0.878546466278916
Abhd6	-0.0325480429199292	0.864060607748767
Abhd8	0.0551429898293216	0.798479505142417
Abi1	0.0904137122226452	0.572024627326494
Abi2	-0.250564580616368	0.0289425015034765
Abi3	0.601267781094506	0.00791032837619836
Abi3bp	-1.31798783224854	6.6329413833539e-05
Abitram	0.0577423110702178	0.790241997290678
