gene_name	Day5vsControl_log2FoldChange	Day5vsControl_padj
	0.985406977431828	0.0581509539310544
TTC38	-0.251263310351317	0.149292510146223
CDPF1	0.0830200622904211	0.781685280879054
PPARA	-0.878653330718314	0.00105224350919486
TRMU	0.0556367696244649	0.800575203665607
FBLN1	-1.2707186496657	0.0173134430440017
FAM118A	0.426808654334432	0.0368717841719083
KIAA0930	-0.0728508096022195	0.716064966441228
NUP50	0.0677837272719153	0.377536759549679
PHF21B	-0.642939823663898	0.255246308179784
	0.129799128763298	0.993558769125004
RTL6	-0.250248000596186	0.620572755985619
PARVB	-0.340740271383679	0.277935894205513
PARVG	0.00965570565149525	0.911729749747889
SULT4A1	0	NA
	0.644342264183365	0.455256618559759
SCUBE1	-0.437104354862751	0.366706918216555
MCAT	0.270166467478945	0.324507918835421
TSPO	-0.141484828090791	0.737608960859864
TTLL12	0.0736680457483913	0.784357857728359
TTLL1	0.401363157267112	0.00968803038845596
PACSIN2	-0.110953295172839	0.408019040513735
ARFGAP3	0.288273087119048	0.000820936243328988
CYB5R3	-0.818146504627088	0.000212447323551568
POLDIP3	-0.0679906130920094	0.413728330536596
SEPT3	0.585090580870457	0.00749004726026002
NDUFA6	0.0706645840881525	0.776688421045333
CYP2D25	1.31556445337551	0.00069754693306768
NAGA	-0.0644063470301921	0.826710198434432
C22orf46	NA	NA
SNU13	-0.128145671189475	0.238783423942563
XRCC6	0.0464257394242655	0.787683679357073
PMM1	0.415493404884956	0.080836116948115
CSDC2	-0.0689392153961826	0.993469302841565
POLR3H	0.267395467571348	0.413216096714288
ACO2	-0.0409348959403763	0.88338570649631
L3MBTL2	0.130900194256897	0.376428897452215
CHADL	-0.00597384331595408	0.891165556345033
EP300	-0.202152821344686	0.302009991368846
	-0.381796177899383	0.0116846566350816
SLC25A17	-0.0391445919386831	0.922157385192669
	0.0473380056214289	NA
MCHR1	3.78664459848764	2.51142799610769e-25
MRTFA	0.259768364626926	0.403299703332783
SGSM3	0.458695966265778	0.0917224993113312
ADSL	-0.226158712470888	0.0741055710128851
TNRC6B	0.195174962872915	0.278646319485162
FAM83F	1.24130580596042	0.000846371726745779
GRAP2	0.177504509589237	0.657764243042738
	-0.0642550084094455	0.985307637956756
CACNA1I	-0.122042219021769	0.986845720565838
RPS19BP1	0.164633183372996	0.59066112544367
ATF4	0.266364346300235	0.0620769232722393
TAB1	0.0435462860626155	0.956128323189657
	0.0774910565058076	0.752242566498371
CBX7	-1.87334573986215	4.65708784749566e-07
APOBEC3B	0.20542237173434	0.546890657253721
NPTXR	-0.812654532244502	0.000800588102827214
DNAL4	-0.21770072892061	0.22998227132789
SUN2	-0.675334171093369	0.000391993411262252
GTPBP1	0.112047407496616	0.43451452244453
	0.184199026488959	0.0996700667108124
DMC1	0.0125011899535922	0.963870349240667
DDX17	0.0718732738104542	0.594673522224037
KDELR3	0.911388282979428	2.55783204142245e-05
KCNJ4	0.0428012369979377	NA
	0.235940813251219	0.0684608207838419
TMEM184B	0.788031119744799	0.00296351544703209
PLA2G6	0.0894082549097979	0.806379230652723
BAIAP2L2	1.06373168002002	0.00389481957237806
SLC16A8	-0.735206324868261	0.404146654638286
PICK1	-0.420552356978193	0.0620170531841897
POLR2F	-0.209042765752057	0.430079470062115
C22orf23	0.559400324442324	0.0360046766218294
MICALL1	0.524628713486467	0.0660681928419112
EIF3L	0.0235494448970376	0.914596271736446
ANKRD54	0.206848013671162	0.139846757635557
GALR3	0.0878951266330306	0.899731052451952
CYTH4	0.0109341500512887	0.941835862894322
ELFN2	0.0377011542808425	NA
TEX33	-0.688822821726931	0.471431918075166
TST	-0.742334852250797	0.146089932518127
KCTD17	0.359179820652849	0.153585845159093
CSF2RB	0.29801145404933	0.594010387266595
NCF4	0.0180503611783168	0.913197236877554
PVALB	-0.358388674998282	0.598208548208412
IFT27	0.117538210115165	0.679228779198138
EIF3D	0.187934471457242	0.116212745018855
FOXRED2	-0.467759025526111	0.0434057376201542
TXN2	-0.145535983994207	0.235767937243588
MYH9	0.440859347067341	0.0550819343744289
MYH11	0.904782244061996	0.0150022634689146
	-0.121001364832315	0.865030541952169
	-1.92906490838733	0.0113064125537765
RBFOX2	0.14314461160479	0.419587704246237
FBXO7	-0.26872678579483	0.209020314983428
BPIFC	0.125647378384256	0.834329844930165
RTCB	0.553999308121344	6.45487325635999e-07
ASCL4	NA	NA
PRDM4	-0.0289886103550447	0.878288003968155
PWP1	0.0774721372588316	0.429918321506724
BTBD11	-0.949315273402166	0.00321337707088196
CRY1	0.0677806728120539	0.80921367999912
RIC8B	-0.213282097800944	0.171974179911543
POLR3B	-0.0501301163439582	0.656472750730894
CKAP4	1.14445526467312	3.9955040137923e-06
TEX49	0.600384661474312	0.616178875477324
ADCY6	0.12609048226135	0.677957867599527
DDX23	0.245612524864839	0.00210205187338723
CCDC65	-0.358740518847448	0.150714154682551
FKBP11	1.08253805593642	1.40974525667456e-06
WNT10B	-1.74225033638157	1.41307148508129e-14
WNT1	0	NA
DDN	0.0394668396448499	NA
PRKAG1	-0.166403769385909	0.216516468660998
RHEBL1	-0.0652742283386527	0.971935830170464
DHH	0.877829979512868	0.178388873001474
LMBR1L	0.156668870649152	0.582776902480466
TUBA1B	0.147099186404583	0.54192243757853
	-0.0400994643944173	0.924202764605996
	0.622184933683935	9.39129449274213e-06
PRPH	-0.375248880790691	0.390178335634884
C1QL4	0.716733436706046	0.453642716643509
DNAJC22	-0.434519031902865	NA
	0.985096424826438	7.70250718753152e-11
MCRS1	0.0690307407092347	0.787374756171473
KCNH3	-0.889561978648481	0.00961947600640099
PRPF40B	0.253655252666205	0.185283236583901
FAM186B	-0.11060824981249	0.813503321345473
FAIM2	-2.7961494990851	1.84988991356424e-05
	-0.429276719093885	0.621598721319904
NCKAP5L	-0.254485087348806	0.528544952956858
AQP5	0.461891960582786	0.24032831713936
AQP6	0.534148063162219	0.581285257914474
GPD1	-1.67303021394398	0.0127396983145357
SMARCD1	0.288076638578555	0.00456318005370766
ASIC1	1.25793504221609	1.16737308541388e-05
	0.745179512135826	0.127021753611597
	0.117378827808132	0.733150689327411
BIN2	0.0388057490379429	0.977684200659605
SCN8A	0.654903973938327	0.0723240042830045
ANKRD33	0.29132270166353	NA
ACVRL1	0.0853106499672334	0.848409416860531
ACVR1B	0.546252625930182	0.00111023234071789
GRASP	1.35594458665099	8.41663716150632e-06
KRT82	NA	NA
KRT75	NA	NA
	-0.0427510057470516	NA
	-0.289457642220905	NA
KRT85	-0.0427526886105816	NA
KRT84	-0.0427621100081248	NA
	0.520048875004246	0.477205636939308
KRT71	NA	NA
KRT5	0.626465692726357	0.194606841752297
KRT72	NA	NA
KRT73	NA	NA
KRT1	-0.042756566924505	NA
KRT8	1.68432063474558	0.000807582878757347
KRT18	1.65158951775859	0.00187549811810134
ITGB7	0.437377195680243	0.341121282368738
RARG	0.0256654025387132	0.893919588105252
CSAD	-0.307372825226143	0.416611610167732
SOAT2	-0.221661498684553	0.693903772028445
IGFBP6	-0.460757564202588	0.447410745125129
SPRYD3	-0.0238619959190581	0.904715166323125
TNS2	0.244507024039126	0.353884538671401
MFSD5	0.0586920181673357	0.743918210598705
ESPL1	0.858596985032143	0.147012288236819
C12orf10	0.156466613637028	0.291702190983801
AAAS	0.649679755881634	6.55876113994453e-05
AMHR2	0.0481824345407178	0.961463844278981
SP1	-0.401544709820978	0.0703241051458445
	-0.208043941454911	0.231669017491172
PCBP2	-0.101536399445042	0.445048236949448
MAP3K12	0.561407448054159	0.00085688040051263
TARBP2	0.214221571737401	0.519867564968552
NPFF	0.637858200085974	0.0599180990718859
	0.126319949421745	0.427305410157656
HOXC13	0.103486208415881	NA
HOXC12	NA	NA
HNRNPA1	0.181517575128916	0.159992990143018
NFE2	0.25863306456912	0.866753959324792
COPZ1	0.450273338377325	0.000124578818697698
GPR84	0.105870092369314	0.909785061289422
ZNF385A	-0.699107541782128	0.00482949122433978
ITGA5	0.997279818438299	2.52332137895036e-05
NCKAP1L	-0.536575129198145	0.237840469830024
	NA	NA
PDE1B	0.151409106656196	0.710591876904456
PPP1R1A	-1.84183267214088	0.00230027404387323
TESPA1	0.107961648017396	0.720347870886374
	0	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
	NA	NA
BLOC1S1	-0.0334308420301158	0.898335363202479
CD63	0.156484210464248	0.157169338006866
RDH5	-0.43927605866012	0.730765105640925
GDF11	0.776150900037558	0.00502179829494396
SARNP	0.169324384327466	0.228106000996626
	-0.211072621761216	0.197426295279393
DNAJC14	-0.130104610558249	0.263831976814883
	0.144903687098875	0.61724832293729
MMP19	0.579886582194248	0.00233259955791622
DGKA	0.334545503988323	0.0483744546889399
PMEL	-0.878289721583203	0.254716079637772
CDK2	0.857720771272143	1.90627315263837e-05
RPS26	-0.0650497124542581	0.776209274307644
SUOX	-0.0293040866556324	0.831422295454046
	0.174394761494069	0.157033679200412
ESYT1	0.514359952894557	0.000301263080529433
SMARCC2	0.0023720949526083	0.999649330680197
RNF41	0.00269731010659383	0.972015428936577
NABP2	-0.19555755970234	0.185552867124702
SLC39A5	0.683551860879733	0.26379047773348
ANKRD52	0.482853976231183	0.000146122204607512
PAN2	0.3330636647482	0.00185219019733857
	0.377572148753936	0.000641636778929643
STAT2	0.0792923037031602	0.81015767167375
APOF	0.911272665178438	0.0921507854362145
TIMELESS	0.282617060651486	0.598848760851273
MIP	-0.0148518442317711	NA
GLS2	-0.109042403219889	0.733435563814685
RBMS2	0.318135633272056	0.115080908212314
BAZ2A	0.145830651155263	0.327636929386487
	0.128093292586394	0.388755066583471
	0.137865321214384	0.294791615751635
NAB2	0.183747990159194	0.582048349082586
MYO1A	0.718109566296434	0.169047265814254
SDR9C7	-0.827562998116051	0.514367492206538
TAC3	1.01125958798373	0.560439983166255
RDH16	-0.501692620840723	0.59850002043005
LRP1	-0.250257668715726	0.384471954734061
MBD6	0.0903657218993783	0.807537008292391
B4GALNT1	-0.386264323761478	0.23672063997722
ARHGEF25	1.15992453933381	2.20861236899521e-05
PIP4K2C	-0.420116639308494	0.202586696706722
ARHGAP9	-0.234558829556948	0.418137089628585
KIF5A	-0.532177720927309	0.168485114496454
INHBE	0	NA
GLI1	-0.910899096061531	0.0188611375451414
DCTN2	0.0368750266049351	0.833313225905577
DTX3	-0.0482290370712425	0.860265925668035
ATP23	0.0537138324429609	0.840059409227415
LRIG3	-0.473703924373762	0.0633761605835371
SLC16A7	0.366756316776199	0.329979927330642
USP15	-0.0930732101383509	0.812992213204574
MON2	-0.0707262761515951	0.749036460811054
	0.00277213303844078	NA
RXYLT1	0.382226891585294	0.00801256216831767
C12orf56	-0.0664718225234535	0.881506721652773
XPOT	0.216770429039703	0.0678003027637272
LEMD3	-0.400947214344608	1.76939698507658e-05
	-0.489620939279203	0.0025420453303993
IRAK3	-0.0772741203441857	0.809702593172011
HELB	-0.107646415539802	0.729678287252277
GRIP1	0.177748622124901	0.637495003134298
IL22	0	NA
	-0.245087292050939	0.319956834529057
	0.193718998473238	0.852574141872007
NUP107	-0.0219097376255699	0.904843110843328
SLC35E3	0.0897632287739007	0.6176525678062
MDM2	-0.128465358604506	0.6728909961234
LYZ	-0.80514100552241	0.166766037141123
FRS2	-0.56683295637414	0.000390309483937284
CCT2	-0.024833749171086	0.866883483830262
BEST3	-0.044106957481677	0.950697828537238
	0.0165415906251856	0.997889319723633
CNOT2	0.167580912059266	0.110815413899594
PTPRB	0.324781224158246	0.244418618533701
ZFC3H1	-0.290237189976187	0.0777490449072813
TMEM19	-0.555568654001857	0.00177564847120368
TBC1D15	-0.16053849788935	0.328960382917895
TRHDE	-0.833971386404659	0.1458174726195
KCNC2	-0.182014685755405	0.539874003715424
CAPS2	-0.987573216054618	0.0749976163414521
GLIPR1	-0.77503923825946	0.00514596940412237
PHLDA1	-0.0139157837634599	0.896227088973902
NAP1L1	-0.142323050325298	0.148401170693595
BBS10	-0.636963880144794	0.00383418161239214
SYT10	-0.0360100138605788	NA
PKP2	0.132649718411751	0.643708310210328
DNM1L	-0.116811777607682	0.523075965855937
FGD4	-0.801949819573048	0.0589566859882758
BICD1	0.543869743182165	0.188037759865353
IPO8	-0.0392043395989803	0.862040835271274
ERGIC2	-0.176245458770253	0.261925709629495
OVCH1	-0.740059468711842	0.162313633985207
FAR2	0.245293994404463	0.146590857470082
KLHL42	0.119026501629549	0.637880272813448
MANSC4	-0.592097130241292	0.0304852809659106
MRPS35	-0.0857155746177042	0.674985558877675
PPFIBP1	-0.045329600122743	0.900836922577742
SMCO2	NA	NA
ARNTL2	1.0075690250012	0.0102653406773009
MED21	-0.0368041289920442	0.904843110843328
TM7SF3	-0.680605591863467	4.68930944471306e-05
FGFR1OP2	-0.38033375857392	0.00876893392790232
ITPR2	-0.732992568932646	5.49050619874847e-07
RASSF8	0.276813280806379	0.247099108919261
LRMP	-0.273980535885582	0.533306946692486
SOX5	-1.00475777979273	0.0223353680421228
C2CD5	-0.444778274578024	0.00115658121954903
ABCC9	0.878570537902317	0.0348720667690156
KCNJ8	1.15316519944577	0.000219824160184448
	-0.594594771866146	0.156841804704202
GYS2	-2.46199605675326	0.0011139658379334
GOLT1B	0.595269016210837	0.000580699633810506
RECQL	-0.0658239616808156	0.753003491591893
IAPP	-0.073537292620988	NA
PYROXD1	-0.0880153656732134	0.510565267955952
SLCO1A2	0.225211878745883	0.441898983423025
SLCO1C1	-0.50777794767505	0.729850250906385
AEBP2	0.0974687946366424	0.494742331184187
PLEKHA5	-0.0568023161578684	0.831384802460472
CAPZA3	NA	NA
PLCZ1	NA	NA
PIK3C2G	-2.66846109128172	3.66640644181767e-06
	NA	NA
SLC15A5	NA	NA
DERA	0.172594020958778	0.219425552889998
EPS8	-0.107966772358519	0.671024310518161
PTPRO	-0.292256469640209	0.548275411196632
RERG	-0.91380072358639	0.0592033950571174
ERP27	0.314233154449756	0.5926451928186
ART4	-1.10490893910391	0.0240626439026904
	-0.370695040751959	NA
SMCO3	-0.980617483669188	0.276425126583592
	0.132113007937677	0.218588281226559
ATF7IP	-0.433038517375373	0.0159517866285586
GRIN2B	0.174374112390526	0.908723285353751
	-0.0392754466445591	NA
FAM234B	0.181570006816974	0.273786461902586
	0.0159378588489739	NA
BCL2L14	0.287806517965761	0.612558403711811
LRP6	-0.926000523427936	0.0069657545799459
	0.0205445437292218	NA
	0.272213132183762	NA
TAS2R9	NA	NA
YBX3	0.150104413993875	0.35672862575822
STYK1	-0.700210613332931	0.315624319717504
	0.349943473886697	0.019267471453227
	-1.10664667058405	0.140264857925462
	-0.178951947921328	0.700688119333707
	-0.191437883029645	0.868187303937486
	-0.0281505220027305	0.989723697323348
	-0.0151039302472318	NA
